Source,Target,X,Y,Z,Rotation_X,Rotation_Y,Rotation_Z
Registered_4.ply,Scan_2_20241031_021351_Transformed.ply,0.026419570149406935,-0.009694669526137706,-0.008929848253638925,-0.8686754550870777,-0.9421149683256685,0.3588014591815028
